Product Name,Venue,Electronic,Open Outcry,Clearing,Exchange or
Singapore Mogas 97 Unleaded (Platts) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,Y0 ,Y0 ,NYMEX
Singapore Mogas 97 Unleaded (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,X0 ,X0 ,NYMEX
Singapore Naphtha (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,SP ,SP ,NYMEX
Singapore Naphtha (Platts) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,KU ,KU ,NYMEX
SME Biodiesel (Argus) FOB Rdam Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,24,24,NYMEX
SoCal City-Gate Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,9A ,9A ,NYMEX
SoCal Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,NS ,NS ,NYMEX
SoCal Natural Gas Index Swap (Platt Gas Daily/IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,IF ,IF ,NYMEX
SoCal Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,SF ,SF ,NYMEX
SoCal City-Gate Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,N5 ,N5 ,NYMEX
SoCal City-Gate Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,T9 ,T9 ,NYMEX
SoCal Basis (Platts IFERC) Option ,"CME ClearPort, Open Outcry (New York) ",  ,5M ,5M ,NYMEX
"SoCal ""Pipe"" (Platts IFERC) Option ","CME ClearPort, Open Outcry (New York) ",  ,ZN ,ZN ,NYMEX
Sonat Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,SZ ,SZ ,NYMEX
"Southern Natural, LA. Natural Gas Swing Swap (Platts Gas Daily) Futures ","CME ClearPort, Open Outcry (New York) ",  ,K8 ,K8 ,NYMEX
"Southern Natural, Louisiana Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ","CME ClearPort, Open Outcry (New York) ",  ,M8 ,M8 ,NYMEX
"Southern Star, Tx.-Okla.-Kan. Natural Gas Swing Swap (Platts Gas Daily) Futures ","CME ClearPort, Open Outcry (New York) ",  ,M4 ,M4 ,NYMEX
Southern Star Tx.-Okla.-Kan. Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,8Z ,8Z ,NYMEX
Southern Star Tx.-Okla.-Kan. Natural Gas Index Swap (Platts Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,C9 ,C9 ,NYMEX
Stanfield Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,Q3 ,Q3 ,NYMEX
NYMEX No. 11 Sugar Futures ,"CME Globex, CME ClearPort ",  ,YO ,YO ,NYMEX
Sumas Natural Gas Index Contract (Platts Gas Daily / Platts IFERC) ,"CME ClearPort, Open Outcry (New York) ",  ,IU ,IU ,NYMEX
Sumas Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,SU ,SU ,NYMEX
Supramax Timecharter Average (Baltic) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,P0 ,P0 ,NYMEX
Supramax Timecharter Average (Baltic) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,SFT ,SFT ,NYMEX
Freight Route TC2 (Baltic) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,TM ,TM ,NYMEX
Freight Route TC4 (Platts) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,V9 ,V9 ,NYMEX
Freight Route TC4 (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,TJ ,TJ ,NYMEX
Freight Route TC5 (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,TH ,TH ,NYMEX
Freight Route TD3 (Baltic) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,TL ,TL ,NYMEX
Freight Route TD5 (Baltic) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,TI ,TI ,NYMEX
Freight Route TD7 (Baltic) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,TK ,TK ,NYMEX
Freight Route TD9 (Baltic) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,TN ,TN ,NYMEX
Freight Route TD10D (Baltic) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,TO ,TO ,NYMEX
TCO Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,Q1 ,Q1 ,NYMEX
TCO Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,A1 ,A1 ,NYMEX
Tennessee 800 Leg Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,L4 ,L4 ,NYMEX
Tennessee 500 Leg Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,NM ,NM ,NYMEX
Tennessee 500 Leg Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,Y7 ,Y7 ,NYMEX
Tennessee 500 Leg Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,T7 ,T7 ,NYMEX
Tennessee 800 Leg Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,6Z ,6Z ,NYMEX
"Tennessee, 800 Leg Natural Gas Swing Swap (Platts Gas Daily) Futures ","CME ClearPort, Open Outcry (New York) ",  ,W5 ,W5 ,NYMEX
Tennessee Zone 0 Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,NQ ,NQ ,NYMEX
Tennessee Zone 0 Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,Q4 ,Q4 ,NYMEX
Tennessee Zone 0 Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,T4 ,T4 ,NYMEX
TETCO STX Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,Q2 ,Q2 ,NYMEX
TETCO STX Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,T2 ,T2 ,NYMEX
"Texas Gas, Zone SL Basis Swap (Platts IFERC) Futures ","CME ClearPort, Open Outcry (New York) ",  ,TB ,TB ,NYMEX
TETCO M-3 Natural Gas Index Swap (Platt Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,IX ,IX ,NYMEX
TETCO M-3 Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,SX ,SX ,NYMEX
TETCO STX Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,TX ,TX ,NYMEX
Texas Eastern Zone M-3 Basis Swap (Platts IFERC) Futures ,"CME Globex, CME ClearPort ",  ,NX ,NX ,NYMEX
"Texas Eastern, ELA Natural Gas Swing Swap (Platts Gas Daily) Futures ","CME ClearPort, Open Outcry (New York) ",  ,K9 ,K9 ,NYMEX
"Texas Eastern, ELA Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ","CME ClearPort, Open Outcry (New York) ",  ,M9 ,M9 ,NYMEX
TETCO ELA Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,TE ,TE ,NYMEX
"Texas Eastern, WLA Natural Gas Swing Swap (Platts Gas Daily) Futures ","CME ClearPort, Open Outcry (New York) ",  ,X8 ,X8 ,NYMEX
"Texas Eastern, WLA Basis Swap (Platts IFERC) Futures ","CME ClearPort, Open Outcry (New York) ",  ,8B ,8B ,NYMEX
"Texas Eastern, WLA Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ","CME ClearPort, Open Outcry (New York) ",  ,C2 ,C2 ,NYMEX
Texas Eastern Zone M-3 Basis (Platts IFERC) Option ,"CME ClearPort, Open Outcry (New York) ",  ,5N ,5N ,NYMEX
Texas Gas Zone 1 Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,N4 ,N4 ,NYMEX
Texas Gas Zone 1 Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,9F ,9F ,NYMEX
"Texas Gas, Zone 1 Natural Gas Swing Swap (Platts Gas Daily) Futures ","CME ClearPort, Open Outcry (New York) ",  ,Y9 ,Y9 ,NYMEX
"Texas Gas, Zone SL Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ","CME ClearPort, Open Outcry (New York) ",  ,S7 ,S7 ,NYMEX
"Texas Gas, Zone SL Natural Gas Swing Swap (Platts Gas Daily) Futures ","CME ClearPort, Open Outcry (New York) ",  ,J7 ,J7 ,NYMEX
Transco Zone 3 Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,Y6 ,Y6 ,NYMEX
Transco Zone 3 Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,T6 ,T6 ,NYMEX
Transco Zone 4 Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,TR ,TR ,NYMEX
Transco Zone 3 Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,CZ ,CZ ,NYMEX
Transco Zone 6 Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,NZ ,NZ ,NYMEX
"Transco, Zone 6 Natural Gas Index Swap (Platt Gas Daily/Platts Iferc) Futures ","CME ClearPort, Open Outcry (New York) ",  ,IT ,IT ,NYMEX
"Transco, Zone 6 Natural Gas Swing Swap (Platts Gas Daily) Futures ","CME ClearPort, Open Outcry (New York) ",  ,ST ,ST ,NYMEX
Transco Zone 1 Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,8E ,8E ,NYMEX
Transco Zone 1 Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,C4 ,C4 ,NYMEX
Transco Zone 1 Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,X4 ,X4 ,NYMEX
Transco Zone 2 Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,8F ,8F ,NYMEX
Transco Zone 2 Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,L7 ,L7 ,NYMEX
Transco Zone 2 Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,X3 ,X3 ,NYMEX
Transco Zone 4 Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,B2 ,B2 ,NYMEX
Transco Zone 4 Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,J3 ,J3 ,NYMEX
"Transco Zone 6 ""Pipe"" (Platts IFERC) Option ","CME ClearPort, Open Outcry (New York) ",  ,TZ ,TZ ,NYMEX
Trunkline ELA Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,K7 ,K7 ,NYMEX
Trunkline ELA Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,M7 ,M7 ,NYMEX
"Trunkline, Louisiana Basis Swap (Platts IFERC) Futures ","CME ClearPort, Open Outcry (New York) ",  ,NU ,NU ,NYMEX
ULSD 10ppm (Platts) CIF MED BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,X7 ,X7 ,NYMEX
ULSD 10ppm (Platts) CIF MED vs. ICE Gasoil BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,7V ,7V ,NYMEX
ULSD 10ppm (Platts) Cargoes CIF NWE BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,B1 ,B1 ,NYMEX
ULSD 10ppm (Platts) Cargoes CIF MED Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,Z6 ,Z6 ,NYMEX
ULSD 10ppm (Platts) CIF MED vs. ICE Gasoil Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,Z7 ,Z7 ,NYMEX
Gulf Coast ULSD (Argus) Up-Down Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,US ,US ,NYMEX
Gulf Coast ULSD (Platts) Up-Down Spread Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,LT ,LT ,NYMEX
U.S. Midwest Domestic Hot-Rolled Coil Steel Index Futures ,"CME Globex, CME ClearPort ",  ,HR ,HR ,NYMEX
UxC Uranium U3O8 Swap Futures ,"CME Globex, CME ClearPort ",  ,UX ,UX ,NYMEX
Ventura Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,VI ,VI ,NYMEX
Ventura Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,VS ,VS ,NYMEX
Waha Basis Swap (Platts IFERC) Futures ,"CME Globex, CME ClearPort ",  ,NW ,NW ,NYMEX
Waha Basis (Platts IFERC) Option ,"CME ClearPort, Open Outcry (New York) ",  ,5O ,5O ,NYMEX
Waha Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,IY ,IY ,NYMEX
Waha Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,SY ,SY ,NYMEX
Argus WTI Trade Month Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,V7 ,V7 ,NYMEX
WTI Calendar Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,CS ,CS ,NYMEX
WTS (Argus) Trade Month Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,AY ,AY ,NYMEX
WTI BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,42,42,NYMEX
WTI-Brent (ICE) Calendar Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,BK ,BK ,NYMEX
WTI-Brent Crude Oil Spread Option ,"CME ClearPort, Open Outcry (New York) ",  ,BV ,BV ,NYMEX
WTI Brent (ICE) Bullet Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,BY ,BY ,NYMEX
WTS (Argus) vs. WTI Calendar Spread Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,FF ,FF ,NYMEX
WTS (Argus) vs. WTI Spread Trade Month Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,FH ,FH ,NYMEX
WTS (Argus) Calendar Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,XB ,XB ,NYMEX
Western Rail PRB Coal Swap ,"CME ClearPort, Open Outcry (New York) ",  ,QP ,QP ,NYMEX
Dow Jones Mead/Marketplace Electricity Price Index 5 MW Off-Peak Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,DMO ,DMO ,NYMEX
Dow Jones Mead/Marketplace Electricity Price Index 5 MW Peak Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,DMP ,DMP ,NYMEX
Dow Jones Palo Verde Electricity Price Index 5 MW Off-Peak Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,DSO ,DSO ,NYMEX
Dow Jones Palo Verde Electricity Price Index 5 MW Peak Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,DSP ,DSP ,NYMEX
ISO New England Internal Hub Calendar-Day Peak LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,CE ,CE ,NYMEX
Mont Belvieu LDH Propane (OPIS) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,B0 ,B0 ,NYMEX
Mont Belvieu LDH Propane (OPIS) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,B0 ,B0 ,NYMEX
Dubai Crude Oil (Platts) Average Price Options ,"CME ClearPort, Open Outcry (New York) ",  ,AH ,AH ,NYMEX
Gulf Coast Heating Oil (OPIS) vs. Heating Oil Spread Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,7W ,7W ,NYMEX
EuroBob Gasoline 10 ppm (Platts) Barges FOB Rdam BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,7S ,7S ,NYMEX
European 3.5% Fuel Oil (Platts) Cargoes FOB MED BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,EFF ,EFF ,NYMEX
European 1% Fuel Oil Cargoes FOB MED (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,EFM ,EFM ,NYMEX
European 1% Fuel Oil Cargoes FOB MED vs. European 1% Fuel Oil Cargoes FOB NWE Spread (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,ENS ,ENS ,NYMEX
East-West Naphtha: Japan C&F vs. Cargoes CIF NWE Spread (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,EWN ,EWN ,NYMEX
Daily European 1% Fuel Oil (Platts) Cargoes FOB NWE Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,FCN ,FCN ,NYMEX
Dated to Frontline Brent BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,FE ,FE ,NYMEX
Daily European 3.5% Fuel Oil (Platts) Barges FOB Rdam Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,FOR ,FOR ,NYMEX
Daily Gasoline Euro-bob Oxy (Argus) NWE Barges Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,GBR ,GBR ,NYMEX
EIA Flat Tax U.S. Retail Gasoline Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,JE ,JE ,NYMEX
RME Biodiesel (Argus) FOB Rdam vs. ICE Gasoil Spread Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,KE ,KE ,NYMEX
FAME 0 Biodiesel (Argus) FOB Rdam vs. ICE Gasoil Spread Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,LE ,LE ,NYMEX
Mont Belvieu Ethylene (PCW) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,MBB ,MBB ,NYMEX
Mont Belvieu Ethylene (PCW) Financial Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,MBN ,MBN ,NYMEX
Coal (API 4) fob Richards Bay (Argus/McCloskey) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,MFF ,MFF ,NYMEX
Coal (API4) fob Richards Bay (Argus-McCloskey) Option ,"CME ClearPort, Open Outcry (New York) ",  ,MFO ,MFO ,NYMEX
Coal (API4) fob Richards Bay (Argus-McCloskey) Option ,"CME ClearPort, Open Outcry (New York) ",  ,MGF ,MGF ,NYMEX
Mini ULSD 10ppm (Platts) Cargoes CIF NWE vs. Gasoil Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,MGN ,MGN ,NYMEX
Mini Gasoil 10ppm (Platts) Cargoes CIF NWE vs. Gasoil Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,MJB ,MJB ,NYMEX
Mini European Naphtha (Platts) CIF NWE Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,MNC ,MNC ,NYMEX
Coal (API 2) cif ARA (Argus/McCloskey) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,MTF ,MTF ,NYMEX
Coal (API 2) cif ARA (Argus/McCloskey) Options ,"CME ClearPort, Open Outcry (New York) ",  ,MTO ,MTO ,NYMEX
Daily European Naphtha (Platts) CIF NWE Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,NCN ,NCN ,NYMEX
Singapore Fuel Oil 180 cst (Platts) Crack Spread Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,SFC ,SFC ,NYMEX
Singapore Mogas 95 Unleaded vs. Singapore Mogas 92 Unleaded Spread (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,SMU ,SMU ,NYMEX
Canadian Heavy Crude Oil (Net Energy) Index Futures ,"CME ClearPort, Open Outcry (New York) ",  ,WCC ,WCC ,NYMEX
Ethanol (Argus) T1 ROB Rdam Excluding Duty Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,WE ,WE ,NYMEX
Ethanol (Argus) T2 FOB Rdam Including Duty Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,YE ,YE ,NYMEX
NY ULSD (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,YS ,YS ,NYMEX
,,,,,
,,,,,
Equity Indexes,,,,,
Big Dow DJIA ($25) Futures ,CME Globex ,DD ,  ,DO ,CBOT
Dow ($10) Futures,"CME Globex, Chicago Trading Floor ",ZD,DJ,11,CBOT
Dow ($10) Options ,"CME Globex, Chicago Trading Floor",OZDC/OZDP,DJC/DJP ,11,CBOT
Dow Jones US Real Estate Index Futures ,CME Globex ,RX ,  ,JR ,CBOT
E-micro S&P CNX Nifty ,CME Globex ,MNF ,  ,II ,CME
E-mini Dow ($5) Futures,CME Globex ,YM,,,CBOT
E-mini Dow ($5) Options ,CME Globex,OYMC/OYMP ,,YM ,CBOT
E-mini NASDAQ-100 Futures ,CME Globex ,NQ,NQ ,NQ,CME
,,NQ ,NQ,NQ ,CME
E-mini NASDAQ Biotech,CME Globex ,BIO,BIO ,BQ,CME
E-mini NASDAQ Biotech ,CME Globex,BIO ,BIO,BQ ,CME
E-mini NASDAQ Composite,CME Globex ,QCN,QN,QCN,CME
E-mini NASDAQ Composite ,CME Globex,QCN ,QN ,QCN ,CME
E-mini S&P 500 Futures,CME Globex ,ES ,ES,ES,CME
E-mini S&P 500 Options ,CME Globex,ES ,ES,ES,CME
Euro Dominated E-mini S&P 500 Futures ,CME Globex ,EME ,  ,  ,CME
E-mini S&P 500 EOM Options ,CME Globex ,  ,  ,  ,CME
E-mini S&P CNX Nifty ,CME Globex ,EMF ,  ,EMF ,CME
E-mini S&P MidCap 400 Futures,CME Globex,EDM ,EDM,ME,CME
E-mini S&P MidCap 400 Options,CME Globex ,EMD ,EDM,ME ,CME
E-mini S&P SmallCap 600 Futures ,CME Globex ,SMC ,SMC ,SMC ,CME
NASDAQ-100 Futures,"CME Globex, Chicago Trading Floor ",ND,ND,ND ,CME
NASDAQ-100 Options ,"CME Globex, Chicago Trading Floor",ND,ND ,ND ,CME
Nikkei 225 (Dollar) Futures,"CME Globex, Chicago Trading Floor ",NKD,NK ,NK,CME
Nikkei 225 (Dollar) Options ,"CME Globex, Chicago Trading Floor",NKD ,KN ,NK,CME
Nikkei 225 (Yen) Futures ,CME Globex ,NIY,NIY,N1,CME
,,NIY ,RL ,RL ,CME
S&P 500 Futures,"CME Globex, Chicago Trading Floor ",SP ,SP,SP,CME
S&P 500 Options ,"CME Globex, Chicago Trading Floor",SP ,CS/PS ,SP,CME
S&P 500/Growth Futures,CME Globex ,SG ,SG,SG ,CME
S&P 500/Growth Options ,CME Globex,SG ,SG,SG,CME
S&P 500/Value Futures,CME Globex ,SU ,SU,SU,CME
S&P 500/Value Options ,CME Globex,SU ,SU,SU ,CME
S&P 500 EOM Options ,"CME Globex, Chicago Trading Floor ",EV ,  ,EV ,CME
S&P MidCap 400 Futures,"CME Globex, Chicago Trading Floor ",MD ,MD,MD ,CME
S&P MidCap 400 Options ,"CME Globex, Chicago Trading Floor",MD ,MD,MD,CME
S&P SmallCap 600 Futures ,"CME Globex, Chicago Trading Floor ",SMP ,SMP ,SMP ,CME
SGI WISE US Top Index Futures ,CME Globex ,K06 ,  ,K06 ,CME
SGI WISE US Bottom Index Futures ,CME Globex ,K07 ,  ,K07 ,CME
SGI WISE US Long/Short Index Futures ,CME Globex ,K08 ,  ,K08 ,CME
,,,,,
,,,,,
FX,,,,,
Australian Dollar Futures,"CME Globex, Chicago Trading Floor ",6A ,AD ,AD,CME
Austrailian Dollar Options ,"CME Globex, Chicago Trading Floor",6A,KA/JA ,AD,CME
Australian Dollar/Canadian Dollar Futures ,"CME Globex, Chicago Trading Floor ",ACD ,ACD ,AC ,CME
Australian Dollar/Japanese Yen Futures,"CME Globex, Chicago Trading Floor ",AJY,AJY ,AJ ,CME
Australian Dollar/New Zealand Dollar Futures,"CME Globex, Chicago Trading Floor ",ANE ,ANE,AN ,CME
Brazilian Real Futures,"CME Globex, Chicago Trading Floor ",6L,BR ,BR,CME
Brazilian Real Options ,"CME Globex, Chicago Trading Floor",BR,BR ,BR ,CME
British Pound Futures,"CME Globex, Chicago Trading Floor ",6B,BP ,BP,CME
British Pound Options ,"CME Globex, Chicago Trading Floor",6B ,CP/PP ,BP,CME
British Pound/Japanese Yen Futures,"CME Globex, Chicago Trading Floor ",PJY ,PJY ,BY ,CME
British Pound/Swiss Franc Futures,"CME Globex, Chicago Trading Floor ",PSF ,PSF ,BF ,CME
CAD/USD Options ,"CME ClearPort, Open Outcry (New York) ",  ,YD ,YD ,NYMEX
Canadian Dollar Futures,"CME Globex, Chicago Trading Floor ",6C,CD,C1,CME
Canadian Dollar Options ,"CME Globex, Chicago Trading Floor",6C ,CV/PV ,C1 ,CME
Canadian Dollar/Japanese Yen Futures,"CME Globex, Chicago Trading Floor ",CJY ,CJY ,CY ,CME
Chinese Renminbi Futures,CME Globex ,RMB,RMB ,RMB,CME
Chinese Renminbi Options ,CME Globex,RMB,RMB ,RMB ,CME
Chinese Renminbi/Euro Futures,CME Globex ,RME,RME ,RME,CME
Chinese Renminbi/Euro Options ,CME Globex,RME,RME ,RME ,CME
Chinese Renminbi/Japanese Yen Futures,CME Globex ,RMY,RMY ,RMY ,CME
Chinese Renminbi/Japanese Yen Options ,CME Globex,RMY,RMY ,RMY,CME
Czech Koruna Futures,"CME Globex, Chicago Trading Floor ",CZK,CKO,CZ ,CME
Czech Koruna Options ,"CME Globex, Chicago Trading Floor",CZO ,CZ,CZ ,CME
E-micro AUD/USD Futures ,"CME ClearPort, Open Outcry (New York) ",  ,M6A ,M6A ,NYMEX
E-micro GBP/USD Futures ,"CME ClearPort, Open Outcry (New York) ",  ,M6B ,M6B ,NYMEX
E-micro USD/CAD Futures ,"CME ClearPort, Open Outcry (New York) ",  ,M6C ,M6C ,NYMEX
E-micro EUR/USD Futures ,"CME ClearPort, Open Outcry (New York) ",  ,M6E ,M6E ,NYMEX
E-micro USD/JPY Futures ,"CME ClearPort, Open Outcry (New York) ",  ,M6J ,M6J ,NYMEX
E-micro USD/CHF Futures ,"CME ClearPort, Open Outcry (New York) ",  ,M6S ,M6S ,NYMEX
E-mini Euro FX Futures,CME Globex ,EC ,E8 ,E7 ,CME
E-mini Japanese Yen Futures,CME Globex ,J7 ,J8 ,J7 ,CME
EUR/USD European Style Options ,"CME ClearPort, Open Outcry (New York) ",  ,YT ,YT ,NYMEX
Euro FX Futures,"CME Globex, Chicago Trading Floor ",6E,EC,EC ,CME
Euro FX Options ,"CME Globex, Chicago Trading Floor",6E ,EC,EC ,CME
Euro FX/Australian Dollar Futures,"CME Globex, Chicago Trading Floor ",EAD ,EAD ,CA ,CME
Euro FX/British Pound Futures,"CME Globex, Chicago Trading Floor ",RP,RP ,RP ,CME
